,county,HOR,state,Lat,Long,Lng
0,Autauga,73.3, AL,32.5791817,,-86.49965460000001
1,Baldwin,72.9, AL,30.6010744,,-87.77633329999999
2,Barbour,62.5, AL,31.8172896,,-85.35496499999999
3,Bibb,75.4, AL,32.9562798,,-87.14228949999999
4,Blount,78.5, AL,34.0145152,,-86.49965460000001
5,Bullock,70.0, AL,32.0573536,,-85.7256372
6,Butler,70.1, AL,32.0895908,,-88.2219652
7,Calhoun,69.4, AL,33.7701576,,-85.80766
8,Chambers,66.5, AL,32.9028048,,-85.35496499999999
9,Cherokee,78.1, AL,34.7570342,,-87.9728143
10,Chilton,75.3, AL,32.944392,,-86.6611083
11,Choctaw,80.2, AL,32.0716631,,-88.24611829999999
12,Clarke,66.0, AL,31.7002461,,-87.77633329999999
13,Clay,76.5, AL,33.7026013,,-86.5997096
14,Cleburne,74.4, AL,33.6261707,,-85.52002399999999
15,Coffee,65.4, AL,31.4751172,,-86.0121573
16,Colbert,72.8, AL,34.7117567,,-87.89424509999999
17,Conecuh,77.6, AL,31.501571,,-86.9824288
18,Coosa,80.3, AL,32.8897772,,-86.2196937
19,Covington,75.1, AL,31.3066438,,-86.49965460000001
20,Crenshaw,71.0, AL,31.6671872,,-86.3376761
21,Cullman,74.8, AL,34.1748208,,-86.8436124
22,Dale,59.7, AL,31.4645298,,-85.684578
23,Dallas,59.2, AL,32.2332138,,-87.14228949999999
24,DeKalb,71.2, AL,34.5211397,,-85.684578
25,Elmore,73.0, AL,32.5387448,,-86.3149712
26,Escambia,71.8, AL,31.1394734,,-87.14228949999999
27,Etowah,71.9, AL,34.0455341,,-86.05296039999999
28,Fayette,76.9, AL,33.6845539,,-87.8308522
29,Franklin,68.9, AL,32.4784706,,-85.8024562
30,Geneva,73.6, AL,31.0329572,,-85.8638242
31,Greene,68.0, AL,32.9718107,,-87.9334803
32,Hale,74.9, AL,32.7859102,,-87.6186379
33,Henry,82.2, AL,31.4469377,,-85.1894045
34,Houston,64.6, AL,34.1414925,,-87.2580686
35,Jackson,73.6, AL,31.5090521,,-87.8944435
36,Jefferson,62.8, AL,32.3859585,,-87.9017188
37,Lamar,75.8, AL,33.6923649,,-88.0900762
38,Lauderdale,68.4, AL,34.8840876,,-87.658113
39,Lawrence,80.0, AL,34.567428,,-87.30161319999999
40,Lee,59.2, AL,32.5888702,,-85.39627689999999
41,Limestone,77.1, AL,34.78000720000001,,-86.9423801
42,Lowndes,73.4, AL,32.221464,,-86.6611083
43,Macon,64.7, AL,32.3731182,,-85.684578
44,Madison,67.5, AL,34.6992579,,-86.74833180000002
45,Marengo,71.3, AL,32.2459085,,-87.77633329999999
46,Marion,75.7, AL,32.6323536,,-87.3191655
47,Marshall,70.7, AL,34.3652297,,-86.3376761
48,Mobile,66.4, AL,30.6953657,,-88.0398912
49,Monroe,61.0, AL,31.5119068,,-87.460397
50,Montgomery,59.1, AL,32.3792233,,-86.3077368
51,Morgan,71.6, AL,34.4240875,,-86.86218269999999
52,Perry,75.3, AL,32.598888,,-87.30161319999999
53,Pickens,73.7, AL,33.3339954,,-88.0900762
54,Pike,59.2, AL,31.8395163,,-86.0121573
55,Randolph,72.7, AL,32.8996333,,-86.9112451
56,Russell,58.9, AL,32.3552497,,-85.1894045
57,St. Clair,80.4, AL,33.6530112,,-86.3376761
58,Shelby,79.6, AL,33.1086539,,-86.5835907
59,Sumter,64.5, AL,32.6155551,,-88.24611829999999
60,Talladega,72.2, AL,33.4359416,,-86.1058048
61,Tallapoosa,71.9, AL,32.9201244,,-85.84862360000001
62,Tuscaloosa,62.8, AL,33.2098407,,-87.56917349999999
63,Walker,75.6, AL,33.8563605,,-87.30161319999999
64,Washington,82.4, AL,31.3422346,,-88.24611829999999
65,Wilcox,62.2, AL,32.0105439,,-87.3413599
66,Winston,77.3, AL,34.1690087,,-87.3413599
67,Aleutians East Borough,59.4, AK,55.53880059999999,,-161.8988535
68,Aleutians West Census Area,30.1, AK,52.3232697,,-174.1596072
69,Anchorage Municipality,60.1, AK,61.2180556,,-149.9002778
70,Bethel Census Area,63.2, AK,61.09344600000001,,-160.8640773
71,Bristol Bay Borough,57.3, AK,58.7578504,,-156.7792687
72,Denali Borough,78.6, AK,63.82571729999999,,-149.7317835
73,Dillingham Census Area,62.0, AK,59.80677919999999,,-157.7242585
74,Fairbanks North Star Borough,59.0, AK,64.9526102,,-146.4744154
75,Haines Borough,70.7, AK,59.1392237,,-135.0
76,Hoonah-Angoon Census Area,73.6, AK,58.31765049999999,,-136.0390896
77,Juneau City and Borough,65.5, AK,58.3019444,,-134.4197221
78,Kenai Peninsula Borough,71.2, AK,60.0858486,,-151.382264
79,Ketchikan Gateway Borough,61.9, AK,55.5103345,,-131.389286
80,Kodiak Island Borough,59.0, AK,57.53693430000001,,-153.2659352
81,Kusilvak Census Area,74.0, AK,62.1458336,,-162.891919
82,Lake and Peninsula Borough,68.1, AK,58.0458356,,-156.5982286
83,Matanuska-Susitna Borough,76.5, AK,62.2599347,,-150.1729153
84,Nome Census Area,60.6, AK,64.8329974,,-164.256602
85,North Slope Borough,51.9, AK,69.05787579999999,,-152.8628274
86,Northwest Arctic Borough,57.1, AK,67.2872981,,-160.0342624
87,Petersburg Borough,68.2, AK,56.8124267,,-132.9554472
88,Prince of Wales-Hyder Census Area,73.0, AK,55.3242244,,-132.6044581
89,Sitka City and Borough,56.6, AK,57.0530556,,-135.33
90,Skagway Municipality,52.0, AK,59.4551494,,-135.314769
91,Southeast Fairbanks Census Area,71.7, AK,63.9603869,,-143.6296999
92,Valdez-Cordova Census Area,73.4, AK,61.4787707,,-144.1147195
93,Wrangell City and Borough,66.6, AK,56.4708333,,-132.3766666
94,Yakutat City and Borough,60.4, AK,59.5469878,,-139.7272808
95,Yukon-Koyukuk Census Area,70.4, AK,65.8443666,,-153.4302993
96,Apache,77.6, AZ,35.5313224,,-109.3783206
97,Cochise,68.9, AZ,32.1139688,,-109.9211756
98,Coconino,59.3, AZ,35.6647545,,-111.4752851
99,Gila,72.9, AZ,33.6370567,,-110.5215459
100,Graham,68.0, AZ,33.076805,,-109.7591675
101,Greenlee,47.1, AZ,33.2405598,,-109.2831531
102,La Paz,74.3, AZ,34.0061091,,-113.9536466
103,Maricopa,61.0, AZ,33.0581063,,-112.0476423
104,Mohave,68.3, AZ,35.2143346,,-113.7632828
105,Navajo,68.9, AZ,35.4019765,,-110.1402594
106,Pima,61.9, AZ,32.8961755,,-109.8275815
107,Pinal,72.6, AZ,32.8162061,,-111.2845025
108,Santa Cruz,67.2, AZ,31.5986127,,-110.8076084
109,Yavapai,70.7, AZ,34.6463981,,-112.4291464
110,Yuma,67.5, AZ,32.6926512,,-114.6276916
111,Arkansas,62.7, AR,35.20105,,-91.8318334
112,Ashley,74.0, AR,33.1565939,,-91.7538817
113,Baxter,75.4, AR,36.3261815,,-92.38136209999999
114,Benton,66.3, AR,34.5645371,,-92.586828
115,Boone,72.1, AR,36.3118662,,-93.0175712
116,Bradley,61.9, AR,33.0981881,,-93.6548983
117,Calhoun,83.2, AR,33.5020885,,-92.539603
118,Carroll,77.5, AR,36.2987495,,-93.5003454
119,Chicot,66.3, AR,33.3419551,,-91.28910359999999
120,Clark,62.0, AR,34.0232374,,-93.17796589999999
121,Clay,70.2, AR,36.3492244,,-90.37483540000001
122,Cleburne,75.0, AR,35.4605769,,-92.0665197
123,Cleveland,74.0, AR,35.4214685,,-92.7096079
124,Columbia,65.7, AR,33.1285176,,-93.17796589999999
125,Conway,70.9, AR,35.0886963,,-92.4421011
126,Craighead,58.3, AR,35.8260959,,-90.6773046
127,Crawford,75.7, AR,35.5762761,,-94.315422
128,Crittenden,56.7, AR,35.3021443,,-90.37483540000001
129,Cross,67.5, AR,35.2998913,,-90.8294002
130,Dallas,68.6, AR,34.53594030000001,,-94.2190985
131,Desha,58.1, AR,35.7361886,,-91.67986189999999
132,Drew,65.7, AR,33.5156463,,-91.7538817
133,Faulkner,62.3, AR,35.1035858,,-92.38136209999999
134,Franklin,73.6, AR,36.170346,,-91.7759792
135,Fulton,78.1, AR,33.6145649,,-93.81351640000001
136,Garland,67.0, AR,33.3629029,,-93.70990119999999
137,Grant,79.8, AR,34.2628015,,-92.4208713
138,Greene,67.3, AR,36.1314931,,-90.563609
139,Hempstead,68.9, AR,33.6530112,,-93.66232389999999
140,Hot Spring,74.8, AR,34.5037004,,-93.0551795
141,Howard,66.2, AR,34.1318213,,-94.028678
142,Independence,70.7, AR,35.8174139,,-91.5983959
143,Izard,78.7, AR,36.1610924,,-91.9099238
144,Jackson,70.6, AR,35.6479574,,-91.13530200000001
145,Jefferson,63.5, AR,34.3806516,,-92.1640352
146,Johnson,70.8, AR,36.1328564,,-94.16548209999999
147,Lafayette,72.6, AR,33.2511695,,-93.62178019999999
148,Lawrence,67.2, AR,35.9969735,,-91.13530200000001
149,Lee,55.4, AR,34.7712669,,-90.8294002
150,Lincoln,75.0, AR,35.949526,,-94.4235482
151,Little River,69.6, AR,33.6808926,,-94.19234000000002
152,Logan,73.3, AR,36.2009127,,-94.38743439999999
153,Lonoke,68.5, AR,34.7839795,,-91.8998611
154,Madison,76.5, AR,35.0131472,,-90.72260969999999
155,Marion,78.4, AR,35.2145336,,-90.1964835
156,Miller,63.5, AR,33.3335556,,-93.86553029999999
157,Mississippi,56.4, AR,35.8279728,,-90.0746767
158,Monroe,61.7, AR,34.7348191,,-91.10456579999999
159,Montgomery,81.6, AR,34.5424074,,-93.66232389999999
160,Nevada,74.5, AR,33.6621386,,-93.33889169999999
161,Newton,85.1, AR,35.9603994,,-93.17796589999999
162,Ouachita,67.2, AR,33.5828512,,-92.9375739
163,Perry,81.4, AR,35.0475869,,-92.7940557
164,Phillips,47.6, AR,34.4611206,,-90.86751339999999
165,Pike,77.2, AR,34.1876975,,-93.66232389999999
166,Poinsett,64.7, AR,35.6078586,,-90.6393702
167,Polk,76.3, AR,34.5268097,,-94.15137639999999
168,Pope,67.0, AR,35.440627,,-93.0175712
169,Prairie,70.8, AR,34.7636336,,-91.5983959
170,Pulaski,58.9, AR,34.75386150000001,,-92.2236667
171,Randolph,72.0, AR,36.3457918,,-90.9820668
172,St. Francis,58.6, AR,36.4533933,,-90.1453751
173,Saline,77.2, AR,34.5708215,,-92.539603
174,Scott,73.8, AR,34.6964808,,-92.0962552
175,Searcy,79.4, AR,35.2468204,,-91.73368459999999
176,Sebastian,59.8, AR,35.2260397,,-94.315422
177,Sevier,75.3, AR,34.0346222,,-94.27436279999999
179,Stone,77.2, AR,35.8075142,,-92.2236667
180,Union,73.5, AR,33.1431092,,-92.539603
181,Van Buren,77.0, AR,35.436756,,-94.34826799999999
182,Washington,53.3, AR,33.774005,,-93.68267960000001
183,White,67.2, AR,35.2900612,,-91.7538817
184,Woodruff,65.8, AR,35.1215846,,-91.13530200000001
185,Yell,70.9, AR,35.0810824,,-93.33889169999999
186,Alameda,53.0, CA,37.7798721,,-122.2821855
187,Alpine,83.2, CA,32.8350521,,-116.7664109
188,Amador,77.0, CA,38.3488921,,-120.7740931
189,Butte,59.0, CA,39.6253952,,-121.5370003
190,Calaveras,78.2, CA,38.1960477,,-120.6805037
191,Colusa,64.2, CA,39.2143343,,-122.0094175
192,Contra Costa,65.5, CA,37.8534093,,-121.9017954
193,Del Norte,61.9, CA,41.7076287,,-123.9659708
194,El Dorado,76.3, CA,38.74263759999999,,-120.4357631
195,Fresno,53.0, CA,36.7377981,,-119.7871247
196,Glenn,57.6, CA,39.5218283,,-122.0138651
197,Humboldt,56.5, CA,40.7450055,,-123.8695086
198,Imperial,56.4, CA,32.8475528,,-115.5694391
199,Inyo,63.7, CA,36.3091865,,-117.5495846
200,Kern,57.2, CA,35.4937274,,-118.8596804
201,Kings,51.8, CA,36.0988489,,-119.8815203
202,Lake,65.9, CA,39.05819049999999,,-122.831015
203,Lassen,66.0, CA,40.5394389,,-120.7120023
204,Los Angeles,45.9, CA,34.0522342,,-118.2436849
205,Madera,62.3, CA,36.9613356,,-120.0607176
206,Marin,64.2, CA,38.083403,,-122.7633036
207,Mariposa,70.7, CA,37.4849377,,-119.9662843
208,Mendocino,59.2, CA,39.3076744,,-123.7994591
209,Merced,52.0, CA,37.3021632,,-120.4829677
210,Modoc,73.0, CA,41.4565165,,-120.629366
211,Mono,56.1, CA,37.9218608,,-118.9528645
212,Monterey,50.7, CA,36.6002378,,-121.8946761
213,Napa,63.1, CA,38.2975381,,-122.286865
214,Nevada,74.2, CA,39.1346666,,-121.1710389
215,Orange,57.4, CA,33.7879139,,-117.8531007
216,Placer,70.8, CA,39.0915751,,-120.8039474
217,Plumas,72.6, CA,39.99268319999999,,-120.8039474
218,Riverside,65.0, CA,33.9806005,,-117.3754942
219,Sacramento,55.5, CA,38.5815719,,-121.4943996
220,San Benito,63.7, CA,36.5760883,,-120.9876321
221,San Bernardino,59.2, CA,34.1083449,,-117.2897652
222,San Diego,53.0, CA,32.715738,,-117.1610838
223,San Francisco,37.3, CA,37.7749295,,-122.4194155
224,San Joaquin,55.7, CA,36.6066162,,-120.1890447
225,San Luis Obispo,60.0, CA,35.2827524,,-120.6596156
226,San Mateo,59.7, CA,37.5629917,,-122.3255254
227,Santa Barbara,52.3, CA,34.4208305,,-119.6981901
228,Santa Clara,56.9, CA,37.3541079,,-121.9552356
229,Santa Cruz,59.7, CA,36.9741171,,-122.0307963
230,Shasta,62.6, CA,40.598119,,-122.4907566
231,Sierra,79.7, CA,39.5532845,,-120.2512728
232,Siskiyou,65.5, CA,41.7743261,,-122.5770126
233,Solano,60.0, CA,38.3104969,,-121.9017954
234,Sonoma,60.3, CA,38.291859,,-122.4580356
235,Stanislaus,57.1, CA,37.5090711,,-120.9876321
236,Sutter,57.0, CA,39.1598915,,-121.7527482
237,Tehama,67.2, CA,40.0271015,,-122.1233228
238,Trinity,68.8, CA,40.6329485,,-123.0622553
239,Tulare,56.2, CA,36.2077288,,-119.3473379
240,Tuolumne,69.4, CA,37.9627027,,-120.2412999
241,Ventura,63.2, CA,34.2804923,,-119.2945199
242,Yolo,51.9, CA,38.732968,,-121.8072828
243,Yuba,58.2, CA,39.2547027,,-121.3998995
244,Adams,64.8, CO,39.8398269,,-104.1930918
245,Alamosa,56.9, CO,37.4694491,,-105.8700214
246,Arapahoe,62.6, CO,39.62031,,-104.332644
247,Archuleta,73.4, CO,37.1604318,,-107.0067031
248,Baca,71.6, CO,37.394731,,-102.5298028
249,Bent,62.6, CO,38.0036339,,-103.0817903
250,Boulder,62.2, CO,40.0149856,,-105.2705456
251,Broomfield,66.7, CO,39.9205411,,-105.0866504
252,Chaffee,77.1, CO,38.7536679,,-106.2522143
253,Cheyenne,73.5, CO,38.8002562,,-102.6216211
254,Clear Creek,77.2, CO,39.6904464,,-105.6412527
255,Conejos,78.1, CO,37.0883453,,-106.0197445
256,Costilla,71.4, CO,37.2049596,,-105.5005483
257,Crowley,73.9, CO,38.1930606,,-103.8560646
258,Custer,81.9, CO,38.0615578,,-105.3131185
259,Delta,71.0, CO,38.7422062,,-108.0689582
260,Denver,50.1, CO,39.7392358,,-104.990251
261,Dolores,79.8, CO,37.4738818,,-108.5045356
262,Douglas,79.5, CO,39.2587106,,-104.9388853
263,Eagle,70.4, CO,39.6552634,,-106.8286507
264,Elbert,89.8, CO,39.2194678,,-104.5371508
265,El Paso,63.3, CO,38.9108325,,-104.4723301
266,Fremont,74.9, CO,38.5306514,,-105.5005483
267,Garfield,66.1, CO,39.6584775,,-107.763621
268,Gilpin,79.6, CO,39.8770159,,-105.4536718
269,Grand,69.0, CO,40.0727382,,-106.0640179
270,Gunnison,58.7, CO,38.5458246,,-106.9253207
271,Hinsdale,69.8, CO,37.9316309,,-107.3848831
272,Huerfano,71.9, CO,37.6125984,,-104.9388853
273,Jackson,70.4, CO,38.9914998,,-94.315422
274,Jefferson,70.8, CO,39.377255,,-105.8005988
275,Kiowa,76.0, CO,39.3472095,,-104.4644112
276,Kit Carson,69.9, CO,38.7611129,,-102.7893667
277,Lake,57.6, CO,39.08396440000001,,-122.8084496
278,La Plata,68.2, CO,37.2125857,,-107.763621
279,Larimer,64.8, CO,40.6955572,,-105.5943388
280,Las Animas,65.9, CO,38.0666735,,-103.222708
281,Lincoln,69.1, CO,35.4637028,,-81.20781640000001
282,Logan,62.0, CO,40.7056181,,-102.989615
283,Mesa,67.0, CO,39.1662458,,-108.1388881
284,Mineral,85.4, CO,37.6583677,,-107.0067031
285,Moffat,69.8, CO,37.9988882,,-105.9100156
286,Montezuma,70.2, CO,39.581098,,-105.8672337
287,Montrose,69.2, CO,38.4783198,,-107.8761738
288,Morgan,64.2, CO,40.2989226,,-103.7289167
289,Otero,64.3, CO,37.9397663,,-103.6362715
290,Ouray,69.4, CO,38.0227716,,-107.6714487
291,Park,81.3, CO,39.6655381,,-105.2052116
292,Phillips,67.9, CO,34.4611206,,-90.86751339999999
293,Pitkin,64.8, CO,38.6091612,,-106.5166957
294,Prowers,65.1, CO,37.84337560000001,,-102.2547919
295,Pueblo,63.2, CO,38.2544472,,-104.6091409
296,Rio Blanco,69.0, CO,39.9814297,,-108.2377519
297,Rio Grande,66.2, CO,39.7198286,,-104.9987819
298,Routt,68.3, CO,40.4771623,,-107.1011931
299,Saguache,70.6, CO,38.0875,,-106.1419671
300,San Juan,67.1, CO,37.7573704,,-107.71625
301,San Miguel,59.8, CO,37.9781237,,-108.1428669
302,Sedgwick,71.1, CO,40.9363799,,-102.5254664
303,Summit,66.5, CO,41.0918991,,-81.5596427
304,Teller,80.7, CO,38.86115789999999,,-105.1726816
305,Washington,71.2, CO,44.8896877,,-92.8577105
306,Weld,71.6, CO,40.3920718,,-104.7158226
307,Yuma,62.0, CO,40.1222084,,-102.7252096
308,Fairfield,67.7, CT,41.1408363,,-73.2612615
309,Hartford,64.6, CT,41.7658043,,-72.6733723
310,Litchfield,76.8, CT,41.7472642,,-73.1887165
311,Middlesex,73.7, CT,41.46985050000001,,-72.4731529
312,New Haven,62.3, CT,41.308274,,-72.9278835
313,New London,66.7, CT,41.3556539,,-72.0995209
314,Tolland,72.4, CT,41.8714865,,-72.3686931
315,Windham,69.9, CT,41.6998208,,-72.1570219
316,Kent,69.6, DE,39.1440612,,-75.4344727
317,New Castle,68.4, DE,39.6620397,,-75.5668166
318,Sussex,79.2, DE,38.65308410000001,,-75.4344727
319,District of Columbia,41.7, DC,38.9071923,,-77.0368707
320,Alachua,53.6, FL,29.7938144,,-82.49442260000001
321,Baker,77.6, FL,30.7971318,,-86.681344
322,Bay,62.4, FL,30.1805306,,-85.684578
323,Bradford,71.1, FL,29.97238179999999,,-82.1713632
324,Brevard,72.0, FL,28.263933,,-80.7214417
325,Broward,62.3, FL,26.190096,,-80.365865
326,Calhoun,83.5, FL,30.3475302,,-85.1894045
327,Charlotte,78.2, FL,26.8946009,,-81.909826
328,Citrus,80.9, FL,28.8848842,,-82.5185837
329,Clay,74.4, FL,29.9943564,,-81.77870209999999
330,Collier,72.1, FL,26.069985,,-81.42789839999999
331,Columbia,73.0, FL,30.1812696,,-82.605118
332,DeSoto,68.9, FL,27.2142078,,-81.77870209999999
333,Dixie,78.2, FL,29.5207227,,-83.1649001
334,Duval,57.7, FL,30.3500511,,-81.6035062
335,Escambia,60.9, FL,30.6389408,,-87.3413599
336,Flagler,77.0, FL,29.4086072,,-81.2518833
337,Franklin,73.5, FL,29.7817695,,-84.8567932
338,Gadsden,70.2, FL,30.5562947,,-84.6479124
339,Gilchrist,81.7, FL,29.6871128,,-82.82097399999999
340,Glades,75.0, FL,26.984415,,-81.0754657
341,Gulf,74.7, FL,29.8001623,,-85.35496499999999
342,Hamilton,73.7, FL,30.47559579999999,,-82.95015579999999
343,Hardee,68.5, FL,27.4501733,,-81.8224362
344,Hendry,65.4, FL,26.6105319,,-81.0754657
345,Hernando,77.8, FL,28.8999815,,-82.37454009999999
346,Highlands,74.7, FL,27.3400286,,-81.34002679999999
347,Hillsborough,58.0, FL,27.9903597,,-82.3017728
348,Holmes,78.3, FL,30.8740806,,-85.80766
349,Indian River,75.8, FL,27.6947732,,-80.54384499999999
350,Jackson,70.1, FL,30.7150882,,-85.1894045
351,Jefferson,77.4, FL,30.4311978,,-83.8897057
352,Lafayette,81.2, FL,30.0299573,,-83.2077645
353,Lake,73.5, FL,28.702847,,-81.77870209999999
354,Lee,69.8, FL,30.4196584,,-83.30042159999999
355,Leon,52.6, FL,30.4906177,,-84.1857115
356,Levy,75.0, FL,29.3178545,,-82.82097399999999
357,Liberty,75.3, FL,30.1507777,,-84.8567932
358,Madison,75.7, FL,30.4693772,,-83.41292539999999
359,Manatee,71.4, FL,27.4799195,,-82.34518899999999
360,Marion,75.3, FL,29.2787765,,-82.12783999999999
361,Martin,76.6, FL,27.0804935,,-80.4103957
362,Miami-Dade,52.2, FL,25.5516034,,-80.6326916
363,Monroe,58.7, FL,24.5557001,,-81.78259849999999
364,Nassau,77.8, FL,30.5927334,,-81.8224362
365,Okaloosa,63.3, FL,30.57734009999999,,-86.6611083
366,Okeechobee,72.2, FL,27.2439349,,-80.82978279999999
367,Orange,54.5, FL,29.1383165,,-80.9956105
368,Osceola,60.4, FL,28.1019838,,-81.0754657
369,Palm Beach,68.6, FL,26.7056206,,-80.0364297
370,Pasco,71.9, FL,28.3232418,,-82.4319405
371,Pinellas,65.3, FL,27.876394,,-82.7778579
372,Polk,68.3, FL,27.8617347,,-81.6911559
373,Putnam,72.7, FL,29.6265157,,-81.77870209999999
374,St. Johns,77.0, FL,30.0820653,,-81.5471201
375,St. Lucie,72.2, FL,27.499208,,-80.34219840000002
376,Santa Rosa,74.3, FL,30.3960324,,-86.2288322
377,Sarasota,73.4, FL,27.3364347,,-82.53065269999999
378,Seminole,65.8, FL,27.8397466,,-82.79121339999999
379,Sumter,90.1, FL,28.6747526,,-82.08429009999999
380,Suwannee,70.8, FL,29.3288499,,-83.14429439999999
381,Taylor,79.2, FL,30.0993767,,-83.67739279999999
382,Union,67.7, FL,30.0745112,,-82.34518899999999
383,Volusia,69.4, FL,29.0279842,,-81.0754657
384,Wakulla,80.4, FL,30.1301689,,-84.3542049
385,Walton,71.2, FL,30.56401989999999,,-86.17517590000001
386,Washington,78.9, FL,30.548737,,-85.684578
387,Appling,71.9, GA,33.54609000000001,,-82.3163154
388,Atkinson,74.1, GA,31.2932161,,-82.8640623
389,Bacon,70.7, GA,31.5412085,,-82.4319405
390,Baker,69.3, GA,31.2816037,,-84.4802606
391,Baldwin,55.1, GA,34.4917665,,-83.5373946
392,Banks,74.2, GA,34.378542,,-83.46435509999999
393,Barrow,72.9, GA,34.0142667,,-83.6986568
394,Bartow,65.4, GA,32.8787666,,-82.4737399
395,Ben Hill,60.7, GA,31.7664035,,-83.2077645
396,Berrien,69.3, GA,31.3118535,,-83.2077645
397,Bibb,52.7, GA,32.7865735,,-83.7199136
398,Bleckley,71.7, GA,32.4087854,,-83.3789389
399,Brantley,78.3, GA,31.1510963,,-81.9971108
400,Brooks,73.6, GA,33.2909517,,-84.45936999999999
401,Bryan,68.9, GA,32.0236584,,-81.47183869999999
402,Bulloch,53.2, GA,32.3595678,,-81.77870209999999
403,Burke,69.2, GA,33.088805,,-81.9534815
404,Butts,69.9, GA,33.2691443,,-83.9532571
405,Calhoun,67.4, GA,34.502587,,-84.9510542
406,Camden,60.1, GA,30.898276,,-81.6035062
407,Candler,58.4, GA,32.4241804,,-82.08429009999999
408,Carroll,64.1, GA,33.5642239,,-85.0649071
409,Catoosa,73.4, GA,34.8981727,,-85.14793639999999
410,Charlton,72.5, GA,30.7917361,,-82.08429009999999
411,Chatham,53.9, GA,31.9994194,,-81.1196075
412,Chattahoochee,26.9, GA,32.2952274,,-84.8150781
413,Chattooga,65.7, GA,34.4632661,,-85.31362179999999
414,Cherokee,76.4, GA,34.2514526,,-84.4802606
415,Clarke,38.5, GA,33.9519347,,-83.357567
416,Clay,64.7, GA,31.6447931,,-85.0025539
417,Clayton,50.5, GA,34.8781479,,-83.4009933
418,Clinch,71.4, GA,30.9716985,,-82.82097399999999
419,Cobb,64.3, GA,31.9590772,,-83.9884612
420,Coffee,66.1, GA,31.5182285,,-82.82097399999999
421,Colquitt,59.5, GA,31.17129349999999,,-84.7332527
422,Columbia,78.5, GA,33.5098514,,-82.25832969999999
423,Cook,69.0, GA,31.1428037,,-83.46435509999999
424,Coweta,72.6, GA,33.3716708,,-84.7315563
425,Crawford,76.8, GA,33.8828954,,-83.154596
426,Crisp,59.1, GA,31.8875724,,-83.804868
427,Dade,75.3, GA,34.9109017,,-85.47880649999999
428,Dawson,79.8, GA,31.7735001,,-84.4465826
429,Decatur,59.7, GA,33.7748275,,-84.2963123
430,DeKalb,54.1, GA,33.7956441,,-84.2278796
431,Dodge,66.2, GA,32.1287268,,-83.2077645
432,Dooly,64.3, GA,32.1593447,,-83.804868
433,Dougherty,45.1, GA,31.5439375,,-84.2278796
434,Douglas,65.8, GA,31.5088073,,-82.8498654
435,Early,68.1, GA,31.3901106,,-84.8984775
436,Echols,62.1, GA,30.7503289,,-82.95015579999999
437,Effingham,76.7, GA,32.378148,,-81.38393260000001
438,Elbert,72.2, GA,34.0795372,,-82.8640623
439,Emanuel,68.2, GA,32.5726629,,-82.3017728
440,Evans,64.6, GA,33.5337464,,-82.1306747
441,Fannin,76.8, GA,34.8580405,,-84.2278796
442,Fayette,81.0, GA,33.4502206,,-84.4802606
443,Floyd,60.2, GA,34.2828967,,-85.2308414
444,Forsyth,84.3, GA,33.0342974,,-83.938242
445,Franklin,67.6, GA,33.2776182,,-85.0979973
446,Fulton,51.3, GA,33.8033965,,-84.3962535
447,Gilmer,74.4, GA,34.6935359,,-84.4802606
448,Glascock,78.9, GA,33.2422994,,-82.6267345
449,Glynn,61.3, GA,31.2624169,,-81.6035062
450,Gordon,64.2, GA,32.8820866,,-83.3323848
451,Grady,61.0, GA,30.9050079,,-84.2278796
452,Greene,72.1, GA,33.5186591,,-83.1649001
453,Gwinnett,66.6, GA,33.9190653,,-84.01674229999999
454,Habersham,75.2, GA,34.6478893,,-83.54965659999999
455,Hall,67.5, GA,34.30778,,-83.804868
456,Hancock,78.5, GA,33.2882621,,-83.03613759999999
457,Haralson,68.3, GA,33.2265099,,-84.5713164
458,Harris,84.7, GA,32.7032697,,-84.8567932
459,Hart,74.7, GA,34.3500039,,-82.95015579999999
460,Heard,69.6, GA,33.2990406,,-85.14793639999999
461,Henry,72.0, GA,33.4347963,,-84.14351359999999
462,Houston,64.1, GA,32.4219655,,-83.63484299999999
463,Irwin,75.4, GA,31.5893221,,-83.2934086
464,Jackson,77.0, GA,33.2945651,,-83.96602089999999
465,Jasper,73.5, GA,34.4695524,,-84.4289888
466,Jeff Davis,73.3, GA,31.8234851,,-82.605118
467,Jefferson,64.3, GA,34.1170537,,-83.5723876
468,Jenkins,68.7, GA,32.7781246,,-81.9971108
469,Johnson,70.5, GA,32.7308194,,-82.6915429
470,Jones,80.6, GA,33.0002582,,-83.5070203
471,Lamar,69.3, GA,33.0765883,,-84.14351359999999
472,Lanier,61.6, GA,34.2218685,,-83.96913459999999
473,Laurens,62.8, GA,32.433014,,-82.99316069999999
474,Lee,73.3, GA,31.8128435,,-84.14351359999999
475,Liberty,44.8, GA,31.842969,,-81.47183869999999
476,Lincoln,72.6, GA,33.7875101,,-82.4319405
477,Long,68.7, GA,31.7755541,,-81.8224362
478,Lowndes,52.2, GA,30.8600022,,-83.2934086
479,Lumpkin,64.2, GA,32.0509895,,-84.7990901
480,McDuffie,61.4, GA,33.5258626,,-82.5185837
481,McIntosh,78.8, GA,31.4748147,,-81.38393260000001
482,Macon,63.6, GA,32.8406946,,-83.6324022
483,Madison,74.1, GA,33.5956813,,-83.467944
